ingredient_name,skin_type,concerns,label,label_int,confidence,reason,sensitivity_score,breadth_score,category
Shea Butter,Sensitive,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (6): category=Lipid/Oil, sensitivity=2, desc signals=2",2,4,Lipid/Oil
Sesame Seed Oil,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,0,1,Lipid/Oil
Silk Protein,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,1,1,Other
Sh-Oligopeptide,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Serine,Sensitive,"['Acne', 'Redness']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,2,Amino Acid
Sea Buckthorn Water,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Plant Extract
Saskatoon Berry,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Other
Salicylic Acid,Sensitive,"['Acne', 'Redness']",poor fit,2,5,Directly flagged in avoid list for Sensitive skin and high irritancy (7),4,8,BHA
Rosemary Leaf Extract,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Safflower Seed Oil,Sensitive,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=Lipid/Oil, sensitivity=1, desc signals=1",1,3,Lipid/Oil
Saccharomyces Cerevisiae (Yeast) Extract,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Sacred Lotus Flower Extract,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,4,Plant Extract
Tasmanian Pepperberry Extract,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Tartaric Acid,Sensitive,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=AHA, sensitivity=1, desc signals=0",1,4,AHA
Rhamnose,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Other
Sweet Almond Oil,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Sensitive skin,1,2,Lipid/Oil
Symsitive,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Sugar Cane Extract,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Plant Extract
Superoxide Dismutase,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,0,0,Other
Sunflower Oil,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Sensitive skin,1,3,Lipid/Oil
Spent Grain Wax,Sensitive,"['Acne', 'Redness']",poor fit,2,4,"High combined irritancy score (4): category=Lipid/Oil, sensitivity=0, desc signals=2",0,2,Lipid/Oil
Sulfur,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,2,Mineral
Squalane,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,0,4,Lipid/Oil
Urea,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Humectant
Sodium Lactate,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Humectant
Turmeric Root Extract,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Valine,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Trehalose,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Humectant
Tripleurospermum Maritimum Extract,Sensitive,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,3,Plant Extract
Triazine Diethyl Butamidotriazone,Sensitive,"['Acne', 'Redness']",poor fit,2,5,Directly flagged in avoid list for Sensitive skin and high irritancy (5),2,1,UV Filter
Thiamidol,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Other
Tranexamic Acid,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,0,3,Other
Tomato Stem Cells,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Teprenone,Sensitive,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,5,Other
Threonine,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Zinc Gluconate,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,4,Mineral
Tetrahexyldecyl Ascorbate,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Sensitive skin,1,5,Vitamin C
Zinc,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,4,Mineral
Yerba Mate Extract,Sensitive,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
Yeast Amino Acids,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,1,Probiotic/Ferment
Willow Herb Extract,Sensitive,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,1,Plant Extract
Willow Bark Extract,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Sensitive skin,2,6,Plant Extract
Wild Cherry Extract,Sensitive,"['Acne', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,1,Plant Extract
White Tea,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Vitamin K1,Sensitive,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,1,Vitamin
Vitamin E,Sensitive,"['Acne', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy [label adjusted for expert variance],0,4,Vitamin
Vitamin C,Sensitive,"['Acne', 'Redness']",poor fit,2,5,Directly flagged in avoid list for Sensitive skin and high irritancy (5),3,5,Vitamin C
Vitamin B5,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,5,Vitamin
Vitamin A,Sensitive,"['Acne', 'Redness']",poor fit,2,5,Directly flagged in avoid list for Sensitive skin and high irritancy (8),3,9,Retinoid
Vibrio Alginolyticus Ferment Filtrate,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Probiotic/Ferment
Tea Tree Oil,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,0,2,Lipid/Oil
Zinc Sulfate,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Mineral
Zinc PCA,Sensitive,"['Acne', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Mineral
Neoglucosamine,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,1,8,Other
Taurine,Sensitive,"['Acne', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Amino Acid
Sodium Ascorbyl Phosphate,Sensitive,"['Acne', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Sensitive skin,1,5,Vitamin C
Alpha-Glucan Oligosaccharide,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Other
Aloe Vera,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,4,Other
Allantoin,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,3,Other
Algin,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Algae Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Algae Exopolysaccharides,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Marine/Algae
Alaria Esculenta Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Alanine,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Ahnfeltia Concinna Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Adenosine,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,7,Other
Acetyl Tyrosinamide,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Other
Acetyl Tetrapeptide,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Acetyl Glucosamine,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,7,Other
Acetylarginyltryptophyl Diphenylglycine,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Amino Acid
Acai Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Ascorbic Acid,Sensitive,"['Sensitivity', 'Redness']",poor fit,2,5,Directly flagged in avoid list for Sensitive skin and high irritancy (8),3,5,Vitamin C
Ascophyllum Nodosum Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Arginine PCA,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Amino Acid
Arginine/Lysine Polypeptide,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Arginine HCL,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,2,Amino Acid
Arginine,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Amino Acid
Argan Oil,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Sensitive skin,1,3,Lipid/Oil
Arbutin,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,1,2,Other
Aquagenium,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,2,Other
Apple Stem Cells,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Apple Polyphenols,Sensitive,"['Sensitivity', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
Apple Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,0,Plant Extract
Anti-Ageing Peptides,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Peptide
Amino Acids,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,0,5,Amino Acid
Alteromonas Ferment Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,3,Probiotic/Ferment
Bifida Ferment Lysate,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,3,Probiotic/Ferment
Beta Glucan,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Other
Bakuchiol,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit [label adjusted for expert variance],0,3,Other
Azelaoyl Bis-Dipeptide,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,1,3,Peptide
Azelaic Acid,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,1,8,Other
Avocado Oil,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Moderate irritancy (3) — possible irritation for Sensitive skin,1,3,Lipid/Oil
Avocado Ferment,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Probiotic/Ferment
Avene Thermal Water,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Plant Extract
Asparagopsis Armata Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,2,Gentle ingredient with no concern match; neutral fit,0,3,Plant Extract
Ascorbyl Palmitate,Sensitive,"['Sensitivity', 'Redness']",poor fit,2,5,Directly flagged in avoid list for Sensitive skin and high irritancy (3),1,1,Vitamin C
Ascorbyl Glucoside,Sensitive,"['Sensitivity', 'Redness']",poor fit,2,5,Directly flagged in avoid list for Sensitive skin and high irritancy (3),1,5,Vitamin C
Caffeine,Sensitive,"['Sensitivity', 'Redness']",good fit,0,3,Addresses 1 concern(s); low irritancy,0,3,Other
Caffeic Acid,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Cabbage Leaf Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Butyl Methoxydibenzoylmethane,Sensitive,"['Sensitivity', 'Redness']",poor fit,2,5,Directly flagged in avoid list for Sensitive skin and high irritancy (5),2,1,UV Filter
Blue Mallow Extract,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,0,Plant Extract
Blue Lotus Extract,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Description strongly soothing/calming; low irritancy even without direct concern match [label adjusted for expert variance],0,0,Plant Extract
Blueberry Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Plant Extract
Bilberry Extract,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Plant Extract
Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Sensitive,"['Sensitivity', 'Redness']",poor fit,2,5,Directly flagged in avoid list for Sensitive skin and high irritancy (6),2,1,UV Filter
Bisabolol,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 2 concern(s) and description confirms soothing profile,0,5,Other
Bio-Active Glucosides,Sensitive,"['Sensitivity', 'Redness']",good fit,0,4,Directly addresses 1 concern(s) and description confirms soothing profile,0,1,Other
Chondrus Crispus,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,0,3,Other
Cholesterol,Sensitive,"['Sensitivity', 'Redness']",possible irritation,1,3,Moderate irritancy (2) — possible irritation for Sensitive skin,0,3,Other
Chlorophyll,Sensitive,"['Sensitivity', 'Redness']",good fit,0,3,Description strongly soothing/calming; low irritancy even without direct concern match,0,0,Other
